span,label
 It’s something that I’m learning from you – I won’t say that I have learned yet– because it’s still a process that I’m going through.,['Declarative Clause']
I treat you as I would treat my son,['Declarative Clause']
 And our relationship is beyond belief.,['Declarative Clause']
 We live next door to one another.,['Declarative Clause']
Yeah. So you can see what I’m doing– you know first hand. ,['Declarative Clause']
We actually bump into each other all the time leaving in and out of the house,['Declarative Clause']
Uh-huh…,['Declarative Clause']
"And, you know, our conversations, they come from ”Boy, how come you ain’t called over here to check on me in a couple of days",['Declarative Clause']
You ain’t even asked me if I need my garbage to go out!”,['Declarative Clause']
Uh-huh.,['Declarative Clause']
I find those things funny because it’s a relationship with a mother for real. ,['Declarative Clause']
"Well, my natural son is no longer here",['Declarative Clause']
I didn’t see him graduate,['Declarative Clause']
Now you’re going to college,['Declarative Clause']
I’ll have the opportunity to see you graduate,['Declarative Clause']
 I didn’t see him getting married,['Declarative Clause']
"Hopefully one day, I’ll be able to experience that with you",['Declarative Clause']
Just to hear you say those things and to be in my life in the manner that which you are is my motivation,['Declarative Clause']
 It motivates me to make sure that I stay on the right path.,['Declarative Clause']
You still believe in me and the fact that you can do it despite how much pain I caused you– it’s amazing. ,['Declarative Clause']
"I know it’s not an easy thing, you know, to be able to share our story together.",['Declarative Clause']
"Even with us sitting here looking at each other right now, I know it’s not an easy thing",['Declarative Clause']
So I admire that you can do this.,['Declarative Clause']
"I love you, lady.",['Declarative Clause']
" I love you too, son.",['Declarative Clause']
After that interview aired on NPR… Mary and Oshea continued sharing their story far beyond Minneapolis.,['Declarative Clause']
"They hit the road… visiting churches, synagogues, and prisons…=",['Declarative Clause']
We were invited to a lot of different places.,['Declarative Clause']
"We’ve had a lot of moments, us walking through the airports together, trying to figure out where we’re going",['Declarative Clause']
"And as we share our story, we still get to hear each other’s parts which brings us even more closer",['Declarative Clause']
"And it seemed like the mission kind of took off, even to the point where it grew its own legs and started running.",['Declarative Clause']
They were on every national media outlet you can think of and international too.,['Declarative Clause']
She spoke at conferences around the world on love and forgiveness and met with world leaders.,['Declarative Clause']
 President Barack Obama even thanked her for her service.,['Declarative Clause']
That’s all because of how Mary has helped other families who have lost children to homicide. ,['Declarative Clause']
"She started an organization in 2005 called From Death to Life… that provides healing groups for mothers on both sides of a tragedy, and encourages forgiveness when mothers are ready.",['Declarative Clause']
: And through her work… she met the love of her life… a man named Ed Roy. ,['Declarative Clause']
"When my first-born and my one and only son was murdered, my daughters had asked me to go to the church to hear you speak.",['Declarative Clause']
"I wasn’t ready for the forgiveness part, but I was at a loss.",['Declarative Clause']
"Like I shared with you, I thought God took my boy and was punishing me for my own crimes",['Declarative Clause']
 I had joined the gangs early and pulled my first armed robbery at 11 years old.,['Declarative Clause']
"But with you being there, I saw hope. ",['Declarative Clause']
You took me under your wing; that’s why I called you my angel.,['Declarative Clause']
"Then I remember, I had that dream — that was just before our wedding",['Declarative Clause']
"And your son was saying, ”Yeah, Mom! Alright!” You know, ”Right on!",['Declarative Clause']
"nd my son was saying, ”Yeah, Dad. ‘Bout time you got it right!”",['Declarative Clause']
"As the years and time goes by, you know where I’ve been",['Declarative Clause']
You know where I hurt.,['Declarative Clause']
And I know you take care of me when I’m not doing well.,['Declarative Clause']
The anniversary is coming up of my son’s murder and I’m grateful to have someone there that has experienced the same thing that I have.,['Declarative Clause']
That empty hole is always going to be there in our hearts.,['Declarative Clause']
"But I feel like when we together and we able to listen to one another’s heartbeats, it says a lot",['Declarative Clause']
I’m thankful; I really am.,['Declarative Clause']
You’re a good man.,['Declarative Clause']
They recorded that interview in 2017,['Declarative Clause']
"But recently, Ed has had to care for Mary in an entirely different way.",['Declarative Clause']
Stay with us…,['Declarative Clause']
 10 years after we first met Mary… she was diagnosed with Lewy Body Dementia… sometimes described as Alzheimer’s and Parkinson’s all rolled into one.,['Declarative Clause']
"And her husband, Ed, has been her main caretaker.",['Declarative Clause']
Just a few months ago… the two of them sat down for another interview.,['Declarative Clause']
There was a lot of things that neither one of us didn’t understand,['Declarative Clause']
"It was things like leaving something on the stove, parking your car a few houses down the street. ",['Declarative Clause']
"And as it progressed, we started understanding together what we was up against.",['Declarative Clause']
"Like, when you started seeing things — the invisible people.",['Declarative Clause']
"And we talked about it, honey",['Declarative Clause']
" You know, we made humor out of them",['Declarative Clause']
We call them the little people,['Declarative Clause']
Like when you had several bowls of cereal out and you was feeding them.,['Declarative Clause']
" And I said, “You giving all my Cap’n Crunch to the little people.",['Declarative Clause']
 What about me?”,['Declarative Clause']
"And you started laughing, you know.",['Declarative Clause']
We have so many moments.,['Declarative Clause']
"Yeah, I need to write them down. ",['Declarative Clause']
 They are written down,['Declarative Clause']
"They are written down in our hearts, honey.",['Declarative Clause']
Sometimes I think about when people say that a mind is a terrible thing to waste,['Declarative Clause']
…to waste. yeah.,['Declarative Clause']
But you know what?,['Declarative Clause']
The heart is the terrible thing to waste.,['Declarative Clause']
"You know, don’t think about just the memory things; we’re here to remember for each other",['Declarative Clause']
 Don’t worry about the reading because I’m here and read to you. ,['Declarative Clause']
How many men would do the things that you do as far as taking care of me? ,['Declarative Clause']
Like putting on my shoes today.,['Declarative Clause']
That’s what it’s all about.,['Declarative Clause']
Yeah.,['Declarative Clause']
"You know, it’s about us taking care of one another. ",['Declarative Clause']
"ou’ve given me, Mary, a reason for living. ",['Declarative Clause']
"I always told you that, though.",['Declarative Clause']
Uh-huh.,['Declarative Clause']
So that’s what I see you doing and giving to other people is hope,['Declarative Clause']
You have to have some kind of hope to hold on to,['Declarative Clause']
"When you don’t have that, you don’t have nothing. ",['Declarative Clause']
"So, it’s true",['Declarative Clause']
"It’s true what they say about when, uh, when they say wait on God, that he’ll send you that person",['Declarative Clause']
"You know, he knew what was in my heart.",['Declarative Clause']
 Wow. I love you.,['Declarative Clause']
I love you.,['Declarative Clause']
When word of Mary’s illness started to circulate among the families she’s helped… that’s when the visits we told you about earlier began…,['Declarative Clause']
You’ve got a full slate of visitors for today. ,['Declarative Clause']
Why are you saying somebody wants to come and sit and talk to me?,['Declarative Clause']
"Oh Mary, the world would be lined up if they were invited",['Declarative Clause']
That’s Brian Mogren,['Declarative Clause']
"One of Mary’s close friends and the Director of the St. Jane House, where Mary’s healing groups have been meeting for more than 15 years.",['Declarative Clause']
He started hosting “Thursdays with Mary” … so family and friends… including those Mary has helped… can now help her remember her impact.,['Declarative Clause']
 And at Mary’s request… Brian’s been recording these conversations.,['Declarative Clause']
" When I saw Brian’s note about meeting with you on Thursdays, I’m like, Oh, let me get my name on that list. Cause I want to see my friend.",['Declarative Clause']
Yeah. I’m so glad that you did,['Declarative Clause']
 That’s Mary’s longtime friend Gwen Chandler.,['Declarative Clause']
"Baby, you will never have any idea how much you’ve influenced people’s lives",['Declarative Clause']
And people will be saying your name for generations and generations. ,['Declarative Clause']
" I met someone recently, her brother was murdered when she was younger, and she wants to meet the person who killed her brother",['Declarative Clause']
Michele Braley is a social worker who was also with Mary at the prison the day that Mary met Oshea,['Declarative Clause']
And they’ve been friends ever since…,['Declarative Clause']
"And she said, partly, she had the courage to do that because she knew of your story and that you met Oshea",['Declarative Clause']
She’s never met you but you gave her courage,['Declarative Clause']
"You know, we don’t know all the lives we impact, do we?",['Declarative Clause']
"You know, but I wanted to get a chance to tell you that, Mary.",['Declarative Clause']
And despite her illness…,['Declarative Clause']
Mary’s still been helping to run her healing group for mothers every other Saturday…,['Declarative Clause']
My name is Constance Styles and my son Dante Gray was murdered in 1994.,['Declarative Clause']
 Well I’m Ebony Robinson.,['Declarative Clause']
"My son’s name is Andre Riley Jr and I lost him July 3rd, 2016.",['Declarative Clause']
"My son was murdered in 2016, December 25th. ",['Declarative Clause']
My name is Angel Cradle.,['Declarative Clause']
The loss of my son Dewayne Tyson Sr. happened in 2007 and the loss of my grandson Dewayne Tyson Jr. happened in 2018,['Declarative Clause']
"My name is Ann and my son, Maurice Wilson, was killed October the sixth, 1997",['Declarative Clause']
" My name is Princess Titus and my son, Anthony Titus, was hit by a bullet intended for another child two weeks after his 16th birthday, right before the fireworks on July 4th, 2010",['Declarative Clause']
Some of the mothers who were there this particular day… turned the tables on Mary…,['Declarative Clause']
"Do you mind if we spend some time sharing with you, Mother Mary, what you mean to us?",['Declarative Clause']
Ok. Amen,['Declarative Clause']
All right.,['Declarative Clause']
Amen.,['Declarative Clause']
I remember calling Mary around Mother’s Day.,['Declarative Clause']
" She said, this is just how it gets around Mother’s Day and holidays are gonna be like that.",['Declarative Clause']
So to have a woman who did walk that walk to let me know that I was not crazy and that we were not alone.,['Declarative Clause']
Loneliness doesn’t help grief and Mary did not allow us to be lonely. ,['Declarative Clause']
"So we’re forever grateful to you, Ms. Mary",['Declarative Clause']
"It’s not a happy situation, but we are blessed to be able to have you as our shepherd.",['Declarative Clause']
"Ooh, sister Mary, you mean the world to me.",['Declarative Clause']
I admire you so much,['Declarative Clause']
"o matter how hard things have been for you lately, you are still here teaching us and showing us what true love is. ",['Declarative Clause']
I think we all in tears around the table now,['Declarative Clause']
" So Mary, thank you for modeling… shining your little light everywhere you go.",['Declarative Clause']
Thank you Mary Johnson-Roy.,['Declarative Clause']
"Love you, ladies",['Declarative Clause']
We love you.,['Declarative Clause']
"Appreciate you so much, you don’t know.",['Declarative Clause']
But for all that’s happened over the past year… there was one person who hadn’t had this kind of conversation with Mary yet… Oshea,['Declarative Clause']
Her illness has affected him too,['Declarative Clause']
 It’s hard to see this woman who has meant so much to him declining.,['Declarative Clause']
"She’s not able to travel anymore or share their story together, which was such a big part of his life.",['Declarative Clause']
It gave him purpose,['Declarative Clause']
" So as much as she still means to him, he’s been hesitant to talk with her directly about her health.",['Declarative Clause']
"But finally, this summer, Oshea decided to sit down with Mary again… and StoryCorps was there to record it.",['Declarative Clause']
" Well Mary, it’s been 12 years since we sat down for our first StoryCorps interview and it’s more emotional for me this time",['Declarative Clause']
"You know, with everything that we’ve been through and we’ve dealt with and everything that’s going on now. ",['Declarative Clause']
"You know, it hurts to see",['Declarative Clause']
 I’m used to the lady that fusses at me all the time,['Declarative Clause']
But you’re strong and you’re going to fight for whatever you believe in,['Declarative Clause']
And I still see you fighting.,['Declarative Clause']
I’m glad to see you,['Declarative Clause']
I’m glad to see how you’re doing,['Declarative Clause']
So I thank God for that chance today.,['Declarative Clause']
A lot has changed.,['Declarative Clause']
"I, myself, have two children: my son, he’s three",['Declarative Clause']
And a little girl.,['Declarative Clause']
She’s how old now?,['Interrogative Clause']
She’s six years old now.,['Declarative Clause']
 I remember when she was born you helped me get the car seat for her,['Declarative Clause']
"ut since we were living next door to each other, you left me for another fella.",['Declarative Clause']
His name is Ed,['Declarative Clause']
I remember when I first got wind of you and Ed going out on dates.,['Declarative Clause']
"I’m like, wait, what’s going on?",['Declarative Clause']
You was mine.,['Declarative Clause']
"But you all blessed me with the opportunity to not only be present in the wedding but to walk you down the aisle, that was, like, again, your words: beyond belief. ",['Declarative Clause']
Yeah. I’m proud of you.,['Declarative Clause']
I’ve been proud for a while.  ,['Declarative Clause']
It has been an amazing journey,['Declarative Clause']
"From a hug to you becoming a grandmother through me with my kids, to you just being a beacon of light to a lot of people.",['Declarative Clause']
"On our last interview we ended it with me saying “I love you, lady.” ",['Declarative Clause']
Mary’s still living at home with Ed… and goes to a daytime memory care center three times a week.,['Declarative Clause']
Brian has set up a GoFundMe to help support them,['Declarative Clause']
But one thing is clear… even as Mary’s memory dims… her light does not.,['Declarative Clause']
" This little light of mine, I’m gonna let it shine, yeah.",['Declarative Clause']
This little light of mine…,['Declarative Clause']
"Yeah, I’m gonna let it shine.",['Declarative Clause']
"Let it shine, let it shine.",['Declarative Clause']
Let it shine,['Declarative Clause']
Everywhere I go,['Declarative Clause']
Everywhere I go… ,['Declarative Clause']
I’m gonna let it shine… ,['Declarative Clause']
 I’m gonna let it shine… ,['Declarative Clause']
Yes…,['Declarative Clause']
"Everywhere I go, I’m gonna let it shine. ",['Declarative Clause']
Everywhere…,['Declarative Clause']
Everywhere I go… ,['Declarative Clause']
I’m gonna let it shine…,['Declarative Clause']
Let it shine.,['Declarative Clause']
Let it shine,['Declarative Clause']
 Let it shine. ,['Declarative Clause']
"Yeah, Jesus gave it to me, yeah he did",['Declarative Clause']
’m gonna let it shine.,['Declarative Clause']
"Yeah Jesus gave it to me, I’m gonna let it shine",['Declarative Clause']
"Jesus gave it to me, and I’m gonna let it shine",['Declarative Clause']
 Let it shine,['Declarative Clause']
Let it shine.,['Declarative Clause']
Let it shine.,['Declarative Clause']
This episode was produced by Jasmyn Morris and Jud Esty-Kendall,['Declarative Clause']
 Our Technical Director is Jarrett Floyd,['Declarative Clause']
Max Jungreis is our Associate Producer,['Declarative Clause']
"Special thanks to Ian Gonzalez, Gaspar Caro, Liyna Anwar, Roselyn Almonte and especially…Brian Mogren",['Declarative Clause']
Without him..none of these recordings would have been possible,['Declarative Clause']
"Artwork for this episode was created by Liz McCarty, you can see it on our website",['Declarative Clause']
"There, you can learn more about recording your own interview",['Declarative Clause']
I’m Michael Garofalo.,['Declarative Clause']
And I’m Jasmyn Morris. ,['Declarative Clause']
Join us again next week for our final episode… as we wrap up this special series…,['Declarative Clause']
"As always, thanks for listening.",['Declarative Clause']
" We’ve mentioned a lot of numbers over the past few episodes… 27,000 interviews on the mobile tour… 17,000 interviews in just one day when we released the app",['Declarative Clause']
But StoryCorps doesn’t just care about numbers… \n ,['Declarative Clause']
WHO records interviews is just as important as how many we collect,['Declarative Clause']
 If we’re building an archive of American voices… we need to make sure that the archive reflects who actually lives here in the United States,['Declarative Clause']
So while StoryCorps is open to anyone who wants to do an interview… we’ve worked to make sure that stories and voices that don’t often get included in the historical record ARE captured in the StoryCorps archive.,['Declarative Clause']
We call these efforts “initiatives”… you’ve heard about one already – StoryCorps Griot.,['Declarative Clause']
"There’s been quite a lot… like, Historias… or Military voices…",['Declarative Clause']
Our 9/11 initiative ,['Declarative Clause']
We did one for people with Memory Loss…,['Declarative Clause']
…and another inviting immigrants to record…,['Declarative Clause']
But on this episode… we’re going to focus on just one of the many that we’ve done… our collection of LGBTQ voices… called StoryCorps OutLoud… ,['Declarative Clause']
To be in the service for my country is the greatest thing I thought I did but I was kicked out for being homosexual.,['Declarative Clause']
When I first came out they didn’t have the words that they have today.,['Declarative Clause']
"So, attempting to tell your extraordinarily loving blue-collar parents that you were transgender was tantamount to telling them I was from Jupiter.",['Declarative Clause']
"We got married at the veterans home and we said, ’If you came to see the bride, you’re out of luck!’",['Declarative Clause']
Do you remember that?,['Interrogative Clause']
"Yes, of course!",['Declarative Clause']
 I’m Michael Garofalo.,['Declarative Clause']
nd I’m Jasmyn Morris,['Declarative Clause']
From NPR… this is StoryCorps Then and Now… celebrating 20 years of StoryCorps.\n ,['Declarative Clause']
"So we thought if we’re telling the story of StoryCorps this season, recording and sharing stories from LGTBQ folks has always been a part of that work and so why is that built into your fabric as a documentary radio producer and the founder of StoryCorps?",['Declarative Clause']
"It’s always been an issue that’s, you know, close to my heart.",['Declarative Clause']
 I’m the proud son of a gay dad. ,['Declarative Clause']
That’s Dave Isay… Jasmyn recently sat down with him to talk about the origins of OutLoud.,['Declarative Clause']
"My dad was named Richard Isay, and he was a psychiatrist and a psychoanalyst",['Declarative Clause']
"For many years, he saw only gay patients and was kind of a revolutionary in the psychoanalytic world in saying that homosexuality was not a disease and advocating in the work he did for helping LGBTQ folks find love",['Declarative Clause']
 So that was his mission in life.,['Declarative Clause']
I accidentally discovered he was gay when I was 21 and our nuclear family exploded,['Declarative Clause']
"Despite, you know, many hints and clues, I was taken completely by surprise.",['Declarative Clause']
" And I was really unhappy about a lot of things, uh, and confused about a lot of things.",['Declarative Clause']
And I withdrew from my dad for a while and it was about that time that I started making radio documentaries.  ,['Declarative Clause']
"At some point after my dad came out, he did tell me the story of the Stonewall riots, which I knew nothing about. ",['Declarative Clause']
And it was just a year or two later that I made my first radio documentary and I decided to make it on Stonewall.,['Declarative Clause']
" It was the first oral history of people who had been at Stonewall, believe it or not.",['Declarative Clause']
"I remember on that night, when we saw the riot police, all of us drag queens, we linked arms like the Rockettes and sang the song we used to sing.",['Declarative Clause']
 “We are the village girls. ,['Declarative Clause']
We wear our hair in curls. ,['Declarative Clause']
We wear our dungarees above our nelly-knees” and the police went crazy hearing that and they just immediately rushed us.,['Declarative Clause']
 We gave one kick and fled.,['Declarative Clause']
 A lot of these folks had never been interviewed before about what had happened on that day.,['Declarative Clause']
 And I was very interested in what life was like before Stonewall.,['Declarative Clause']
"Sylvia Rivera, who’s kind of known as the Rosa Parks of the Stonewall movement, became one of my best friends and was the centerpiece of this radio documentary, which was named Remembering Stonewall, and I dedicated it to my dad.",['Declarative Clause']
 The era before Stonewall was a hard era. ,['Declarative Clause']
"There was always the gay bashings on the drag queens by heterosexual men, women, and the police",['Declarative Clause']
" We learned to live with it because it was part of the lifestyle at that time, I guess, but none of us were very happy about it.",['Declarative Clause']
" In some ways, was that you trying to figure out this time in your life where there was a secret, like, life before your dad coming out?",['Interrogative Clause']
Yeah. I was very interested to understand what he had gone through,['Declarative Clause']
" And, you know, once he came out, I had found out things like, you know, he had been entrapped in a restroom, and he had to beg the cops not to put his name in the paper and, you know, destroy his life.",['Declarative Clause']
"And he had been a rising star in the world of psychoanalysts, and that star was completely extinguished the minute he came out.",['Declarative Clause']
"He was shunned and, you know, refused positions and he was very moved by the fact that I had made this documentary. ",['Declarative Clause']
"And, you know, it was me making an effort to understand him",['Declarative Clause']
"And, um, that was the beginning of our rebuilding our relationship with each other.",['Declarative Clause']
"Many, many, many years after that, I started StoryCorps",['Declarative Clause']
 And I guess you could say that there was something about not being crazy about secrets in our lives that was part of the motivation behind starting StoryCorps – giving people the chance to say the important things to the people who are most important to us,['Declarative Clause']
And that included Dave,['Declarative Clause']
Here he is talking with his dad in 2004….,['Declarative Clause']
What truly was the happiest moment of your life? ,['Interrogative Clause']
I think I am happier now than I’ve ever been in my life,['Declarative Clause']
"So it’s, um, happiness is a continuing process. ",['Declarative Clause']
How do you want to be remembered?,['Interrogative Clause']
Where am I going?,['Interrogative Clause']
 I don’t think much about that. ,['Interrogative Clause']
You think about dying? ,['Interrogative Clause']
 All the time. ,['Declarative Clause']
 Are you scared of dying? ,['Interrogative Clause']
"No, I think about not having good times with Gordon anymore.",['Declarative Clause']
" It’s, uh, it’s more an absence of that. ",['Declarative Clause']
What do you think is the most important thing that you’ve accomplished in your life?,['Interrogative Clause']
 What are you proudest of? ,['Interrogative Clause']
Very proud of you kids.,['Declarative Clause']
I am very proud of the work I’ve done and I am proud of being able to turn my life around and make it into a happy and good one.,['Declarative Clause']
Were you unhappy when I was a kid? ,['Interrogative Clause']
"No, I think I was happy when you were a kid",['Declarative Clause']
And I was a good father and I loved having kids,['Declarative Clause']
You think I was a good father? ,['Interrogative Clause']
 I think you were a good father. ,['Declarative Clause']
You’re still a good father.,['Declarative Clause']
My dad got sick in 2012 on a Friday,['Declarative Clause']
 He was diagnosed with cancer and he died the next week,['Declarative Clause']
"And he actually died on the anniversary of Stonewall on June 28th, 2012.",['Declarative Clause']
"At the memorial service, I announced that in honor of my dad, we would be recording stories of people who were alive before Stonewall and that’s where it all began.",['Declarative Clause']
" And then, you know how I am— ",['Declarative Clause']
Yeah,['Declarative Clause']
"I’m like a dog with a piece of steak, you know?",['Interrogative Clause']
"After my dad died, there was no way that this thing wasn’t gonna get done, if it killed me",['Declarative Clause']
"And you know, that’s the way I, I guess, that I deal with, you know, grief or, or any issues, is that I just stay focused on StoryCorps and get something new done.",['Declarative Clause']
"I decided, you know, come hell or high water, we were going to do this program, which we named OutLoud. ",['Declarative Clause']
It launched in June 2014…,['Declarative Clause']
LGTBQ people from all walks of life came in to tell stories of love… loss… resiliency and creativity… and… family. ,['Declarative Clause']
 So in keeping with Dave’s story… we’re spending this episode hearing conversations about family… ,['Declarative Clause']
This first one is set in a small farming town in Washington State… where Patrick Haggerty was growing up in the 1950s,['Declarative Clause']
"At StoryCorps he told his daughter, Robin, about something that happened in high school. ",['Declarative Clause']
There was an assembly that day and Patrick was going to perform. \n ,['Declarative Clause']
"I’m riding to school with my oldest brother, and on the way to school, I’m putting glitter all over my face",['Declarative Clause']
"And my brother said, ”What in the hell are you doing?”",['Declarative Clause']
"And I said, ”I’m putting on my costume.”",['Declarative Clause']
" And he said, ”Well, I wouldn’t be caught dead wearing that.” ",['Declarative Clause']
"So he dropped me off at the school, and he called my dad up, and he said, ”Dad, I think you better get up there.",['Declarative Clause']
 This is not going to look good.” ,['Declarative Clause']
So my dad drove up to the high school,['Declarative Clause']
". And he had his farmer jeans on and they had cow crap on them, and he had his clodhopper boots on.",['Declarative Clause']
" And when I saw him coming, I ducked around the hall and hid from him.",['Declarative Clause']
"And it wasn’t because of what I was wearing, it was because of what he was wearing.  \n ",['Declarative Clause']
"So, the assembly goes well, and I climb in the car and I’m riding home with my father. ",['Declarative Clause']
"My father says to me, ”I was walking down the hall this morning, and I saw a kid that looked a lot like you ducking around the hall to avoid his dad.",['Declarative Clause']
"But I know it wasn’t you, cause you would never do that to your dad.”",['Declarative Clause']
" And I squirmed in my seat, and I finally busted out and I said, ”Well dad, did you have to wear your cow-crap jeans to my assembly?”",['Declarative Clause']
"And he said, ”Look, everybody knows I’m a dairy farmer. ",['Declarative Clause']
This is who I am.”,['Declarative Clause']
And he looked me square in the eye,['Declarative Clause']
"And then he said, ”Now, how bout you?",['Declarative Clause']
"When you’re a full-grown man, who are you gonna go out with at night?",['Declarative Clause']
" And I said, ”I don’t know.” ",['Declarative Clause']
"And he said, ”I think you do know, and it’s not gonna be that McGlaughlin girl that’s been making goo-goo eyes at you but you won’t even pick up the damn telephone.”",['Declarative Clause']
"“Now, I’m gonna tell you something today, and you might not know what to think of it now, but you’re gonna remember when you’re an adult. ",['Declarative Clause']
Don’t sneak.,['Declarative Clause']
" Because if you sneak, like you did today, it means you think you’re doing the wrong thing",['Declarative Clause']
"And if you run around spending your whole life thinking that you’re doing the wrong thing, then you’ll ruin your immortal soul.",['Declarative Clause']
